ticker,month,label,unit,truth,n_matching_labels,matched,split,announcement_id,nearest_label,nearest_value,nearest_unit,nearest_ratio
KKC,2026-06,,,2.3528,0,False,learn,03103070,at close of business nta per unit,2.3236,dollars,0.9875892553553214
LSF,2026-06,,,4.317,0,False,learn,03102925,per ordinary share f f nta before tax,4.2176,dollars,0.97697475098448
PCI,2026-06,at close of business on nta per unit,dollars,1.099,1,True,holdout,03102726,,,,
PCI,2026-06,at close of business on nta per unit,dollars,1.099,1,True,holdout,03102268,,,,
MOT,2026-06,,,2.1458,0,False,learn,03102324,is as follows value date nta per unit,2.164,dollars,1.0084816851523908
RG8,2026-06,,,3.3,0,False,learn,03102088,ordinary share for regal asian investments limited was,3.34,dollars,1.0121212121212122
MOT,2026-06,,,2.1458,0,False,learn,03102041,is as follows value date nta per unit,2.1619,dollars,1.0075030291732687
SEC,2026-06,,,2.238,0,False,holdout,03101585,at estimated nta per share pre tax nta,2.265,dollars,1.012064343163539
PIA,2026-06,,,1.3778,0,False,holdout,03101063,and before tax on unrealised gains and losses,1.35,cents,0.97982290608216
MOT,2026-06,,,2.1458,0,False,learn,03100735,is as follows value date nta per unit,2.1608,dollars,1.0069903998508716
KIT,2026-06,,,2.0095,0,False,learn,03100709,is as follows value date nta per unit,2.004,dollars,0.9972630007464544
KIT,2026-06,is as follows value date nta per unit,dollars,2.0095,1,True,learn,03100211,,,,
PCI,2026-06,,,1.099,0,False,holdout,03100157,at close of business on nta per unit,1.096,dollars,0.9972702456778891
PIC,2026-05,nta before tax,dollars,1.201,2,True,learn,03099788,,,,
PIC,2026-05,was nta per ordinary share nta before tax,dollars,1.201,2,True,learn,03099788,,,,
KKC,2026-05,,,2.3236,0,False,learn,03099521,previous nta estimate,2.3326,dollars,1.003873300051644
MXT,2026-05,is as follows value date nta per unit,dollars,2.0148,1,True,learn,03099180,,,,
SET,2026-05,,,1.991,0,False,learn,03099336,at estimated nta per share pre tax nta,2.0,dollars,1.0045203415369162
LSF,2026-05,,,4.3778,0,False,learn,03098855,per ordinary share f f nta before tax,4.2319,dollars,0.9666727580063047
SEC,2026-05,,,2.271,0,False,holdout,03098753,at estimated nta per share pre tax nta,2.255,dollars,0.9929546455306032
MXT,2026-05,is as follows value date nta per unit,dollars,2.0148,1,True,learn,03098711,,,,
REV,2026-05,please contact revolution private credit income trust on,dollars,2.0008,1,True,learn,03098144,,,,
GCI,2026-05,on nta per unit as at,dollars,2.0186,1,True,learn,03098083,,,,
AIQ,2026-05,,,1.4892,0,False,learn,03097629,to long term while nta per unit aud,1.4842,dollars,0.9966424926134837
ALI,2026-05,,,2.61,0,False,learn,03097505,approximate pre tax nta per share share price,2.51,dollars,0.9616858237547893
PCI,2026-05,,,1.096,0,False,holdout,03097203,at close of business on nta per unit,1.101,dollars,1.0045620437956204
MOT,2026-05,,,2.1615,0,False,learn,03096754,is as follows value date nta per unit,2.1672,dollars,1.0026370575988894
LSF,2026-05,,,4.3778,0,False,learn,03096534,taxes l long short fund limited phone acn,4.18,cents,0.9548174882361004
MXT,2026-05,,,2.0148,0,False,learn,03096419,is as follows value date nta per unit,2.0098,dollars,0.9975183641056182
GCI,2026-05,,,2.0186,0,False,learn,03095900,on nta per unit as at,2.0144,dollars,0.9979193500445853
AUI,2026-05,,,13.46,0,False,holdout,03095156,is as below weekly pre tax nta per share,13.29,dollars,0.9873699851411588
MFF,2026-05,,,4.811,0,False,learn,03094992,capital investments limited weekly nta mffadvisesitsgroupweeklyntapershareasatfriday approximates,4.0,dollars,0.8314279775514446
AMH,2026-05,,,1.05,0,False,learn,03094791,pre tax nta per share,1.03,dollars,0.9809523809523809
AFI,2026-05,,,7.76,0,False,learn,03094753,pre tax nta per share,7.62,dollars,0.981958762886598
PL8,2026-05,,,1.145,0,False,learn,03094527,as at nta per share pre tax nta,1.148,dollars,1.0026200873362445
CD2,2026-05,unit fund inception last months since inception return,dollars,0.6,2,True,learn,03094076,,,,
CD2,2026-05,nta value after tax as at was,dollars,0.6,2,True,learn,03094076,,,,
FGG,2026-05,,,1.721,0,False,holdout,03093879,tax investment update the future generation global investment,1.6761000000000001,cents,0.973910517141197
MXT,2026-05,,,2.0148,0,False,learn,03093774,is as follows value date nta per unit,2.006,dollars,0.9956323208258883
REV,2026-05,please contact revolution private credit income trust on,dollars,2.0008,1,True,learn,03093528,,,,
SET,2026-05,,,1.991,0,False,learn,03093225,at estimated nta per share pre tax nta,2.0,dollars,1.0045203415369162
IBC,2026-05,,,0.578,0,False,learn,03093189,purposes nta per ordinary share month end,0.31,cents,0.5363321799307958
MOT,2026-05,is as follows value date nta per unit,dollars,2.1615,1,True,learn,03093154,,,,
SET,2026-05,,,1.991,0,False,learn,03092766,at estimated nta per share pre tax nta,2.0,dollars,1.0045203415369162
TOP,2026-05,,,0.928,0,False,holdout,03092616,before tax after tax structure listed investment,0.94,cents,1.0129310344827585
WAR,2026-05,,,1.2492,0,False,holdout,03092984,tax paid cents cents cents net tangible,1.2459,cents,0.9973583093179634
DJW,2026-05,,,3.14,0,False,learn,03092550,pre tax nta per share,3.15,dollars,1.003184713375796
BKI,2026-05,,,2.04,0,False,holdout,03092519,per share as at below pre tax nta,2.0,dollars,0.9803921568627451
RG1,2026-05,share for regal partners global investments limited was,dollars,2.59,1,True,learn,03092512,,,,
SET,2026-05,,,1.991,0,False,learn,03092275,at estimated nta per share pre tax nta,2.0,dollars,1.0045203415369162
BKI,2026-05,,,2.04,0,False,holdout,03092036,share price significantly behind global peers pre tax nta,2.01,dollars,0.9852941176470587
MXT,2026-05,,,2.0148,0,False,learn,03091719,is as follows value date nta per unit,2.0035,dollars,0.9943915028786975
ECP,2026-05,,,1.02,0,False,learn,03091620,tax on on unrealised gains unrealised gains,1.013,cents,0.9931372549019607
KIT,2026-05,,,2.0047,0,False,learn,03091608,is as follows value date nta per unit,2.0006,dollars,0.9979548062054172
PIC,2026-05,,,1.201,0,False,learn,03091201,nta before tax,1.173,dollars,0.9766860949208992
PCI,2026-05,at close of business on nta per unit,dollars,1.096,1,True,holdout,03091111,,,,
WQG,2026-05,,,2.03,0,False,learn,03090427,growth limited t abn w associateglobal com level,2.0,dollars,0.9852216748768474
RF1,2026-05,,,3.72,0,False,learn,03089858,nav per unit of regal investment fund was,3.67,dollars,0.9865591397849461
MXT,2026-04,is as follows value date nta per unit,dollars,2.0009,1,True,learn,03089568,,,,
LSF,2026-04,,,4.1052,0,False,learn,03089180,per ordinary share f f nta before tax,4.0794,dollars,0.9937152879275065
REV,2026-04,is as follows value date nta per unit,dollars,2.0126,1,True,learn,03087759,,,,
ALI,2026-04,,,2.69,0,False,learn,03087657,grid uk electric targa resources us midstream energy,2.5,dollars,0.929368029739777
MOT,2026-04,,,2.1585,0,False,learn,03087107,is as follows value date nta per unit,2.1688,dollars,1.0047718322909427
ARG,2026-04,,,10.44,0,False,learn,03086555,and approximate pre tax nta per share,10.55,dollars,1.0105363984674332
AFI,2026-04,,,7.69,0,False,learn,03086541,pre tax nta per share,7.79,dollars,1.013003901170351
